Latitude,Longitude,Closest City Name,Closest Country Code,Temperature,Humidity,Cloudiness,Wind Speed
63.75000000000058,-109.54000000000208,yellowknife,ca,70.63,37,24,10.2
-82.04000000000158,44.659999999999684,port alfred,za,-68.87,0,0,20.49
72.59000000000196,-114.0300000000012,yellowknife,ca,38.68,85,44,23.51
71.5200000000018,-45.68999999999777,ilulissat,gl,23.74,100,76,7.63
-57.479999999999606,71.66000000000182,saint-philippe,re,27.25,100,20,47.78
1.48,-146.30999999999813,atuona,pf,80.53,99,76,13.56
-18.480000000000246,-46.63999999999791,patos de minas,br,72.52,47,0,4.38
-76.4300000000027,-110.88000000000181,punta arenas,cl,-8.84,68,64,17.58
34.7799999999999,126.09999999999879,seoul,kr,77,94,0,3.36
65.1600000000008,99.84999999999803,tura,ru,36.7,69,0,9.42
1.6400000000000001,133.0799999999974,manokwari,id,82.33,100,64,9.53
69.80000000000153,-147.17999999999856,college,us,51.8,62,75,13.87
-45.72999999999777,-88.63000000000028,castro,cl,44.53,100,36,28.77
3.31,71.33000000000177,kudahuvadhoo,mv,78.64,100,80,14.79
12.67,-81.63000000000167,san andres,co,84.2,83,90,14.99
63.8100000000006,163.3000000000068,kamenskoye,ru,50.56,99,92,7.74
34.89999999999989,128.30999999999835,hirado,jp,80.6,83,0,4.7
-83.34000000000133,-51.18999999999862,ushuaia,ar,-68.6,0,12,2.59
9.540000000000001,-135.74999999999272,atuona,pf,79.99,100,92,8.19
-88.31000000000034,40.84999999999977,port alfred,za,-74.9,0,0,17.25
-29.160000000000018,37.37999999999984,richards bay,za,68.92,99,8,14.45
-46.77999999999793,-112.4100000000015,rikitea,pf,47.32,97,68,22.73
67.55000000000118,-78.12000000000236,clyde river,ca,35.62,86,12,16.46
36.769999999999854,-53.609999999999005,saint-pierre,pm,79.9,96,12,9.08
39.87999999999979,-136.57999999999313,fortuna,us,61.81,100,64,18.25
14.44,-45.18999999999768,cayenne,gf,76.84,100,92,15.57
-84.01000000000118,-24.260000000000122,ushuaia,ar,-52.4,0,0,24.63
2.27,126.5299999999987,bitung,id,82.06,100,36,16.24
-47.089999999997985,63.15000000000049,saint-philippe,re,43.54,89,92,31.79
74.25000000000223,164.73000000000752,bilibino,ru,35.89,85,100,23.06
44.84999999999968,14.950000000000001,senj,hr,77,57,0,2.24
-16.520000000000287,41.28999999999976,angoche,mz,77.29,100,0,13.22
7.71,39.4999999999998,robe,et,51.01,98,76,2.15
10.55,-77.52000000000248,ailigandi,pa,83.68,95,36,14.45
63.35000000000052,132.83999999999745,churapcha,ru,57.13,87,0,2.37
-56.689999999999486,151.26000000000064,hobart,au,32.47,100,20,21.05
-19.20000000000023,65.30000000000084,grand river south east,mu,72.34,100,68,23.17
74.51000000000226,-173.48999999999666,mys shmidta,ru,32.92,96,80,14.79
72.55000000000196,-110.45000000000189,yellowknife,ca,37.33,84,76,18.59
-49.429999999998344,-175.9299999999979,vaini,to,49.3,92,0,18.25
3.99,-149.29999999999964,hilo,us,80.08,100,92,6.51
-79.53000000000208,128.33999999999833,new norfolk,au,-62.93,0,0,29.33
44.059999999999704,-118.54000000000029,baker city,us,81.54,11,1,4.7
7.98,-55.559999999999306,nieuw amsterdam,sr,80.53,100,36,12.1
66.95000000000108,-179.6099999999998,egvekinot,ru,49.75,98,92,4.05
65.02000000000078,60.280000000000044,inta,ru,43.09,78,0,1.92
13.06,-172.49999999999616,kapaa,us,81.88,99,80,19.48
73.71000000000214,-105.4200000000029,yellowknife,ca,34.36,97,20,22.17
60.06000000000001,-115.37000000000091,hay river,ca,71.98,48,24,3.71
4.4,159.25000000000472,namatanai,pg,79.63,100,44,4.72
-24.95000000000011,11.65,walvis bay,na,63.16,99,0,12.1
-76.65000000000265,156.13000000000312,bluff,nz,-40.97,0,12,32.12
-88.18000000000036,38.979999999999805,port elizabeth,za,-74.36,0,0,17.47
-56.58999999999946,-137.30999999999352,rikitea,pf,38.05,100,92,14.45
10.99,73.26000000000207,kavaratti,in,83.41,95,88,27.76
-46.99999999999797,0.14,cape town,za,38.68,100,64,16.8
-49.219999999998315,-22.600000000000158,arraial do cabo,br,38.14,100,36,32.57
12.75,-82.59000000000148,corn island,ni,78.19,100,92,20.6
74.96000000000234,13.42,barentsburg,sj,44.26,99,80,21.61
44.46999999999969,-58.7499999999998,louisbourg,ca,59.2,96,92,2.59
-59.489999999999924,-167.2999999999935,avarua,ck,37.15,90,56,24.85
-23.150000000000148,126.15999999999877,yulara,au,46.6,45,0,6.06
-56.7999999999995,132.82999999999745,new norfolk,au,37.87,91,92,31.56
14.49,101.42999999999773,pak chong,th,74.86,90,92,4.16
-82.49000000000149,65.25000000000082,taolanaro,mg,-70.13,0,8,19.15
-88.62000000000027,39.199999999999804,port elizabeth,za,-70.58,0,12,18.03
4.24,60.920000000000144,victoria,sc,81.25,100,88,19.26
68.9500000000014,35.05999999999989,tumannyy,ru,73.87,38,0,7.4
-15.300000000000313,-108.4400000000023,puerto ayora,ec,72.43,100,76,18.59
-80.56000000000188,-169.69999999999473,vaini,to,-37.73,0,0,8.19
1.1500000000000001,-148.55999999999926,atuona,pf,80.8,100,0,14.12
65.86000000000092,93.70999999999927,baykit,ru,39.31,75,8,5.73
-89.4900000000001,103.69999999999727,albany,au,-59.33,0,24,7.52
-78.57000000000227,-45.96999999999781,ushuaia,ar,-26.93,39,68,11.1
40.60999999999977,-106.00000000000279,laramie,us,86.13,10,1,5.82
-26.110000000000085,164.12000000000722,noumea,nc,67.21,100,24,5.95
13.75,-22.46000000000016,praia,cv,77.65,100,64,9.98
-59.3799999999999,160.1400000000052,bluff,nz,32.11,100,76,23.85
-46.20999999999785,39.599999999999795,east london,za,47.23,83,92,33.58
-46.40999999999788,-143.08999999999645,mataura,pf,48.94,97,68,25.75
-16.120000000000296,-171.82999999999583,hihifo,to,79.36,100,0,15.01
-86.72000000000065,6.03,hermanus,za,-73.01,0,0,18.81
-29.700000000000006,-24.720000000000113,vila velha,br,61.18,100,44,21.83
-15.200000000000315,40.219999999999786,mocambique,mz,65.77,73,0,6.62
13.59,-114.04000000000119,cabo san lucas,mx,83.32,99,12,14.67
-16.390000000000292,92.55999999999949,bengkulu,id,74.77,100,44,17.47
-17.000000000000277,-55.85999999999935,barao de melgaco,br,89.17,34,0,2.59
-17.73000000000026,73.4700000000021,grand river south east,mu,72.7,100,64,21.61
-81.92000000000161,-24.310000000000123,ushuaia,ar,-46.37,0,0,19.6
-48.459999999998196,8.43,cape town,za,37.06,100,64,20.71
66.72000000000105,11.14,sandnessjoen,no,57.13,97,44,17.25
2.3000000000000003,4.05,yenagoa,ng,77.65,100,88,13.67
-56.49999999999945,131.78999999999766,new norfolk,au,39.31,90,92,33.58
41.849999999999746,123.91999999999922,fushun,cn,73.4,88,75,4.47
1.76,162.8700000000066,butaritari,ki,82.24,100,0,4.16
-21.640000000000178,101.73999999999766,carnarvon,au,74.41,100,88,7.18
-76.20000000000275,-146.2599999999981,mataura,pf,-24.95,71,8,5.06
-22.870000000000154,121.87999999999963,port hedland,au,51.82,51,0,6.06
-47.71999999999808,98.76999999999825,busselton,au,40.21,100,76,34.69
71.57000000000181,95.5899999999989,khatanga,ru,42.55,62,0,7.18
66.20000000000097,-137.98999999999387,mayo,ca,56.32,93,64,4.38
-47.14999999999799,-51.78999999999871,mar del plata,ar,48.13,100,92,32.91
63.480000000000544,96.98999999999862,baykit,ru,41.83,61,0,3.6
14.31,38.13999999999983,aksum,et,60.73,99,80,1.92
63.25000000000051,-26.050000000000082,olafsvik,is,49.75,97,92,17.02
38.53999999999982,125.78999999999886,seoul,kr,68.11,92,0,2.59
-46.16999999999784,-28.240000000000038,arraial do cabo,br,41.02,100,20,31.56
-49.219999999998315,62.76000000000043,saint-philippe,re,40.48,86,92,33.8
43.05999999999972,-140.94999999999538,sitka,us,59.83,100,56,7.4
3.24,129.71999999999807,ternate,id,84.22,100,92,9.53
-24.630000000000116,162.8800000000066,poya,nc,65.32,100,76,3.49
63.44000000000054,-55.24999999999926,maniitsoq,gl,41.11,96,88,13
-23.36000000000014,-49.82999999999841,jacarezinho,br,76.48,45,0,7.4
-20.430000000000206,-28.590000000000032,caravelas,br,72.61,100,24,8.41
